464,696,480,847,480,1016,528,1016,368,1035,368,1016,416
320,696,304,847,288,997,336,1016,176,1054,176,1035,240
304,696,304,847,288,997,336,1016,176,1054,176,1054,240
304,715,288,847,288,997,336,1016,176,1054,176,1054,240
304,715,288,847,288,997,336,1016,176,1072,176,1054,240
304,715,288,847,288,997,336,1016,176,1072,160,1072,224
288,715,288,847,288,997,320,1016,160,1091,160,1072,224
288,715,288,865,272,997,320,1016,160,1072,160,1072,224
288,715,272,847,272,997,320,1016,144,1091,144,1072,208
272,715,272,847,272,997,320,1016,144,1072,144,1072,208
272,715,272,847,272,997,320,1016,144,1091,144,1072,208
272,715,256,865,272,997,304,1016,144,1091,144,1072,208
256,715,256,865,256,997,304,1016,128,1091,128,1072,192
256,715,256,865,256,997,304,1016,128,1091,128,1072,192
256,715,256,865,256,997,304,997,128,1091,128,1072,192
240,715,256,865,256,997,304,997,128,1091,128,1072,192
240,696,256,865,240,978,288,997,128,1072,128,1072,192
240,715,256,865,240,978,288,997,128,1072,128,1072,192
224,696,256,865,240,978,288,997,128,1072,112,1072,176
224,696,256,865,224,978,272,997,112,1072,112,1072,176
224,696,240,865,224,997,272,1016,112,1072,112,1072,176
224,696,240,865,224,997,272,1016,112,1072,112,1072,176
224,696,240,865,224,997,272,1016,112,1072,112,1072,176
224,696,240,847,224,1016,272,1035,112,1072,112,1054,176
224,696,240,847,224,1016,288,1035,112,1072,112,1054,176
224,696,240,847,224,1016,288,1035,112,1072,112,1054,176
224,696,240,847,224,1016,288,1035,112,1072,112,1054,176
224,696,240,847,240,1035,288,1035,128,1054,112,1054,176
224,696,240,847,240,1035,304,1054,128,1054,112,1054,176
224,696,240,847,240,1035,304,1054,128,1054,128,1035,192
224,696,240,847,240,1035,304,1054,128,1054,128,1035,192
240,696,240,847,256,1035,304,1054,128,1054,128,1035,192
240,696,240,847,256,1035,320,1054,144,1035,128,1035,192
240,696,240,847,256,1035,320,1054,144,1035,128,1035,192
240,696,256,847,272,1035,320,1054,144,1035,144,1035,208
256,696,256,847,272,1035,320,1054,144,1035,144,1035,208
256,696,256,847,272,1035,320,1054,144,1035,144,1016,208
272,696,256,847,272,1035,320,1054,160,1035,160,1016,208
272,696,272,847,288,1035,320,1054,160,1016,160,1016,224
272,696,272,847,288,1035,336,1054,160,1016,160,1016,224
288,696,272,847,288,1035,336,1054,160,1016,160,1016,224
288,696,288,847,288,1035,336,1054,176,1016,160,1016,224
304,696,288,847,288,1035,336,1054,176,1016,176,997,240
304,696,288,847,304,1035,336,1035,192,1016,176,997,240
304,696,304,847,304,1016,352,1035,192,1016,192,997,256
320,677,304,847,304,1016,352,1035,192,1016,192,1016,256
320,677,304,847,304,1016,352,1035,208,1016,192,1016,256
320,677,304,847,304,1016,352,1035,208,1035,192,1016,256
320,677,304,828,304,1016,352,1035,208,1035,208,1035,256
